40000162449                     0             LSYHKAAA8AK008704376560         ITopicAzulEscolar16L-4P-Longa-GNV-                                               2012022020110223	AR                                                                                                      
40000162448                     0             LKHGF1AGXBAC12399841829         ITownerCinzaPassageiro8LCOMAR                                                    2012013020110131	245705
40000162448                     0             LKHGF1AG8BAC12398841813         ITownerCinzaPassageiro8LCOMAR                                                    2012013020110131	245705
40000162448                     0             LKHGF1AG4BAC12401861768         ITownerCinzaPassageiro8LCOMAR                                                    2012013020110131	245705
40000162448                     0             LKHGF1AGXBAC12404873846         ITownerCinzaPassageiro8LCOMAR                                                    2012020720110207	245705
40000162448                     0             LKHGF1AG8BAC12403876921         ITownerCinzaPassageiro8LCOMAR                                                    2012020720110207	245705
40000162448                     0             LKHGF1AG2BAC12400894318         ITownerCinzaPassageiro8LCOMAR                                                    2012021020110210	245705
40000162448                     0             LKHGF1AG3BAC12406894319         ITownerCinzaPassageiro8LCOMAR                                                    2012022020110221	245705
40000162448                     0             LKHGF1AG5BAC12407894320         ITownerCinzaPassageiro8LCOMAR                                                    2012022020110225	245705
40000162448                     0             LKHGF1AG6BAC12402894321         ITownerCinzaPassageiro8LCOMAR                                                    2012022020110228	245705
40000162448                     0             LKHGF1AG1BAC12405894322         ITownerCinzaPassageiro8LCOMAR                                                    2012022020110228	245705
40000162448                     0             LKHGF1AG7BAC12408894323         ITownerCinzaPassageiro8LCOMAR                                                    2012022020110228	245705
40000162448                     0             LKHGF1AG3CAC00211124575         ITownerCinzaPassageiro8LCOMAR                                                    2012022020110228	245705
40000162448                     0             LKHGF1AG7CAC00213124576         ITownerCinzaPassageiro8LCOMAR                                                    2012032020110324	245705
40000162448                     0             LKHGF1AG5CAC00212124576         ITownerCinzaPassageiro8LCOMAR                                                    2012032020110324	245705
40000162448                     0             LKHGF1AG8CAC00219125894         ITownerCinzaPassageiro8LCOMAR                                                    2012032020110329	245705
40000162448                     0             LKHGF1AG5CAC00226126117         ITownerCinzaPassageiro8LCOMAR                                                    2012032020110329	245705
40000162448                     0             LKHGF1AG9CAC00214125496         ITownerCinzaPassageiro8LCOMAR                                                    2012032020110329	245705
40000162448                     0             LKHGF1AG0CAC00215125497         ITownerCinzaPassageiro8LCOMAR                                                    2012032020110329	245705
40000162448                     0             LKHGF1AG2CAC00216125709         ITownerCinzaPassageiro8LCOMAR                                                    2012060620110606	245705
40000162448                     0             LKHGF1AG6CAC00218125819         ITownerCinzaPassageiro8LCOMAR                                                    2012080120110801	245705
40000162448                     0             LKHGF1AG4CAC00220125895         ITownerCinzaPassageiro8LCOMAR                                                    2012080120110801	245705
40000162448                     0             LKHGF1AG6CAC00221126112         ITownerCinzaPassageiro8LCOMAR                                                    2012080120110801	245705
40000162448                     0             LKHGF1AG8CAC00222126113         ITownerCinzaPassageiro8LCOMAR                                                    2012080120110801	245705
40000162448                     0             LKHGF1AGXCAC00223126115         ITownerCinzaPassageiro8LCOMAR                                                    2012080120110801	245705
40000162448                     0             LKHGF1AG4CAC00217125819         ITownerCinzaPassageiro8LCOMAR                                                    2012080120110801	245705
40000162448                     0             LKHGF1AG7CAC00227126498         ITownerCinzaPassageiro8LCOMAR                                                    2012080120110801	245705
40000162448                     0             LKHGF1AG3CAC00225126498         ITownerCinzaPassageiro8LCOMAR                                                    2012080120110801	245705
40000162448                     0             LKHGF1AG1CAC00224129939         ITownerCinzaPassageiro8LCOMAR                                                    2012080320110803	245705
40000162448                     0             LKHGF1AG9CAC00228138235         ITownerCinzaPassageiro8LCOMAR                                                    2012080820110808	245705
40000162448                     0             LKHGF1AG9CAC00231138237         ITownerCinzaPassageiro8LCOMAR                                                    2012011020110117	245705
40000162448                     0             LKHGF1AG0CAC00232138237         ITownerCinzaPassageiro8LCOMAR                                                    2012012020110128	245705
40000162448                     0             LKHGF1AG2CAC00233143936         ITownerCinzaPassageiro8LCOMAR                                                    2012012020110128	245705
40000162448                     0             LKHGF1AG1CAC00238150929         ITownerCinzaPassageiro8LCOMAR                                                    2012012020110128	245705
40000162448                     0             LKHGF1AG2CAC00801151244         ITownerCinzaPassageiro8LCOMAR                                                    2012012020110128	245705
40000162448                     0             LKHGF1AG0CAC00229151254         ITownerCinzaPassageiro8LCOMAR                                                    2012030420110304	245705
40000162448                     0             LKHGF1AG7CAC00230151254         ITownerCinzaPassageiro8LCOMAR                                                    2012031020110314	245705
40000162448                     0             LKHGF1AG8CAC00236151285         ITownerCinzaPassageiro8LCOMAR                                                    2012031020110314	245705
40000162448                     0             LKHGF1AG6CAC00803151233         ITownerCinzaPassageiro8LCOMAR                                                    2012031020110314	245705
40000162448                     0             LKHGF1AGXCAC00805151233         ITownerCinzaPassageiro8LCOMAR                                                    2012031020110314	245705
40000162448                     0             LKHGF1AG1CAC00806151357         ITownerCinzaPassageiro8LCOMAR                                                    2012031020110314	245705
40000162448                     0             LKHGF1AG4CAC00234151273         ITownerCinzaPassageiro8LCOMAR                                                    2012031020110314	245705
40000162448                     0             LKHGF1AG0CAC00201153818         ITownerCinzaPassageiro8LCOMAR                                                    2012031020110314	245705
40000162448                     0             LKHGF1AGXCAC00240151356         ITownerCinzaPassageiro8LCOMAR                                                    2012031020110314	245705
40000162448                     0             LKHGF1AG5CAC00808151311         ITownerCinzaPassageiro8LCOMAR                                                    2012031020110314	245705
40000162448                     0             LKHGF1AG7CAC00809151311         ITownerCinzaPassageiro8LCOMAR                                                    2012031020110314	245705
40000162448                     0             LKHGF1AG3CAC00810151311         ITownerCinzaPassageiro8LCOMAR                                                    2012050520110505	245705
40000162448                     0             LKHGF1AG3CAC00239151341         ITownerCinzaPassageiro8LCOMAR                                                    2012050520110505	245705
40000162448                     0             LKHGF1AG4CAC00203153819         ITownerCinzaPassageiro8LCOMAR                                                    2012050520110505	245705
40000162448                     0             LKHGF1AG3CAC00807151357         ITownerCinzaPassageiro8LCOMAR                                                    2012050520110505	245705
40000162448                     0             LKHGF1AG8CAC00804151245         ITownerCinzaPassageiro8LCOMAR                                                    2012050520110505	245705
40000162448                     0             LKHGF1AG2CAC00202153818         ITownerCinzaPassageiro8LCOMAR                                                    2012050520110505	245705
40000162448                     0             LKHGF1AG4CAC00802151244         ITownerCinzaPassageiro8LCOMAR                                                    2012050520110505	245705
40000162448                     0             LKHGF1AG6CAC00235151254         ITownerCinzaPassageiro8LCOMAR                                                    2012050520110505	245705
40000162448                     0             LKHGF1AG8CAC00205151724         ITownerCinzaPassageiro8LCOMAR                                                    2012050520110505	245705
40000162448                     0             LKHGF1AGXCAC00237152257         ITownerCinzaPassageiro8LCOMAR                                                    2012050620110506	245705
40000162448                     0             LKHGF1AG6CAC00204153023         ITownerCinzaPassageiro8LCOMAR                                                    2012050620110506	245705
40000162448                     0             LKHGF1AGXCAC00206158454         ITownerCinzaPassageiro8LCOMAR                                                    2012050620110506	245705
40000162448                     0             LKHGF1AG1CAC00207158561         ITownerCinzaPassageiro8LCOMAR                                                    2012050620110506	245705
40000162448                     0             LKHGF1AG3CAC00208158561         ITownerCinzaPassageiro8LCOMAR                                                    2012050620110506	245705
40000162448                     0             LKHGF1AG5CAC00209158561         ITownerCinzaPassageiro8LCOMAR                                                    2012050620110506	245705
40000162448                     0             LKHGF1AG1CAC00210158561         ITownerCinzaPassageiro8LCOMAR                                                    2012051020110512	245705
40000162448                     0             LKHNF1BGXBAF01000377467         ITownerCinzaPickupCE                                                             2012051020110512	245707
40000162448                     0             LKHNF1BG2BAF00911377613         ITownerCinzaPickupCE                                                             2012051020110512	245707
40000162448                     0             LKHNF1BG2BAF00665438487         ITownerCinzaPickupCE                                                             2012051020110513	245707
40000162448                     0             LKHNF1BG4BAF00912462391         ITownerCinzaPickupCE                                                             2012051020110516	245707
40000162448                     0             LKHNF1BG6BAF00913469073         ITownerCinzaPickupCE                                                             2012053020110531	245707
40000162448                     0             LKHNF1BG3BAF01002480977         ITownerCinzaPickupCE                                                             2012053020110531	245707
40000162448                     0             LKHNF1BG2BAF02044496704         ITownerCinzaPickupCE                                                             2012053020110531	245707
40000162448                     0             LKHNF1BG1BAF01001509212         ITownerCinzaPickupCE                                                             2012053020110531	245707
40000162448                     0             LKHNF1BG5BAF01003518286         ITownerCinzaPickupCE                                                             2012053020110531	245707
40000162448                     0             LKHNF1BG2BAF00925526704         ITownerCinzaPickupCE                                                             2012053020110531	245707
40000162448                     0             LKHNF1BG3BAF00917574337         ITownerCinzaPickupCE                                                             2012053020110531	245707
40000162448                     0             LKHNF1BG5BAF00918579960         ITownerCinzaPickupCE                                                             2012053020110531	245707
40000162448                     0             LKHNF1BG7BAF01004581957         ITownerCinzaPickupCE                                                             2012053020110531	245707
40000162448                     0             LKHNF1BG3BAF00920583465         ITownerCinzaPickupCE                                                             2012053020110531	245707
40000162448                     0             LKHNF1BG7BAF00922583466         ITownerCinzaPickupCE                                                             2012060920110609	245707
40000162448                     0             LKHNF1BG7BAF00919583010         ITownerCinzaPickupCE                                                             2012061020110615	245707
40000162448                     0             LKHNF1BG9BAF00923583469         ITownerCinzaPickupCE                                                             2012062020110621	245707
40000162448                     0             LKHNF1BG9BAF01005586746         ITownerCinzaPickupCE                                                             2012062020110621	245707
40000162448                     0             LKHNF1BGXBAF00929595370         ITownerCinzaPickupCE                                                             2012062020110621	245707
40000162448                     0             LKHNF1BG8BAF00928595182         ITownerCinzaPickupCE                                                             2012062020110629	245707
40000162448                     0             LKHNF1BG4BAF01008602928         ITownerCinzaPickupCE                                                             2012062020110629	245707
40000162448                     0             LKHNF1BG6BAF01009611163         ITownerCinzaPickupCE                                                             2012062020110629	245707
40000162448                     0             LKHNF1BG0BAF01006668446         ITownerCinzaPickupCE                                                             2012063020110630	245707
40000162448                     0             LKHNF1BG2BAF01007681738         ITownerCinzaPickupCE                                                             2012063020110630	245707
40000162448                     0             LKHNF1BG3BAF02036688389         ITownerCinzaPickupCE                                                             2012042020110429	245707
40000162448                     0             LKHNF1BG5BAF02040688169         ITownerCinzaPickupCE                                                             2012042020110429	245707
40000162448                     0             LKHNF1BG0BAF02043692007         ITownerCinzaPickupCE                                                             2012042020110429	245707
40000162448                     0             LKHNF1BG4BAF02045692008         ITownerCinzaPickupCE                                                             2012042020110429	245707
40000162448                     0             LKHNF1BG7BAF02041692005         ITownerCinzaPickupCE                                                             2012042020110429	245707
40000162448                     0             LKHNF1BG9BAF02042692006         ITownerCinzaPickupCE                                                             2012050520110505	245707
40000162448                     0             LKHNF1BG1BAF02035692547         ITownerCinzaPickupCE                                                             2012050520110505	245707
40000162448                     0             LKHNF1BG5BAF02037692541         ITownerCinzaPickupCE                                                             2012050920110509	245707
40000162448                     0             LKHNF1BG1BAF02049700370         ITownerCinzaPickupCE                                                             2012051020110512	245707
40000162448                     0             LKHNF1BG3BAF02604812632         ITownerCinzaPickupCE                                                             2012080120110801	245707
40000162448                     0             LKHNF1BGXBAF02616812622         ITownerCinzaPickupCE                                                             2012080120110801	245707
40000162448                     0             LKHNF1BG7BAF02038818183         ITownerCinzaPickupCE                                                             2012080120110801	245707
40000162448                     0             LKHNF1BG8BAF02047830596         ITownerCinzaPickupCE                                                             2012080120110801	245707
40000162448                     0             LKHNF1BG9BAF02039860891         ITownerCinzaPickupCE                                                             2012080120110801	245707
40000162448                     0             LKHNF1BGXBAF02048860894         ITownerCinzaPickupCE                                                             2012080120110801	245707
40000162448                     0             LKHNF1BG6BAF02600914567         ITownerCinzaPickupCE                                                             2012080120110801	245707
40000162448                     0             LKHNF1BG8BAF02601916318         ITownerCinzaPickupCE                                                             2012080120110801	245707
40000162448                     0             LKHNF1BG5BAF02605922042         ITownerCinzaPickupCE                                                             2012080120110801	245707
40000162448                     0             LKHNF1BG5BAF02622923985         ITownerCinzaPickupCE                                                             2012080120110801	245707
40000162448                     0             LKHNF1BG7BAF03691923937         ITownerCinzaPickupCE                                                             2012080120110801	245707
40000162448                     0             LKHNF1BG6BAF00927923871         ITownerCinzaPickupCE                                                             2012080120110801	245707
40000162448                     0             LKHNF1BGXBAF02602923872         ITownerCinzaPickupCE                                                             2012080120110801	245707
40000162448                     0             LKHNF1BG29AF02961113506         ITownerCinzaPickupCE                                                             2012080120110801	245707
40000162448                     0             LKHNF1BG5BAF02054123455         ITownerCinzaPickupCE                                                             2012080120110801	245707
40000162448                     0             LKHNF1BG9BAF02610124568         ITownerCinzaPickupCE                                                             2012080120110801	245707
40000162448                     0             LKHNF1BG0BAF02611124568         ITownerCinzaPickupCE                                                             2012080120110801	245707
40000162448                     0             LKHNF1BG2BAF02612124568         ITownerCinzaPickupCE                                                             2012080120110801	245707
40000162448                     0             LKHNF1BG7BAF02606124568         ITownerCinzaPickupCE                                                             2012080120110801	245707
40000162448                     0             LKHNF1BG9BAF02607124568         ITownerCinzaPickupCE                                                             2012080120110801	245707
40000162448                     0             LKHNF1BG0BAF02608124568         ITownerCinzaPickupCE                                                             2012080320110803	245707
40000162448                     0             LKHNF1BG2BAF02609125820         ITownerCinzaPickupCE                                                             2012080320110803	245707
40000162448                     0             LKHNF1BG4BAF02613130648         ITownerCinzaPickupCE                                                             2012080820110808	245707
40000162448                     0             LKHNF1BG6BAF02614130648         ITownerCinzaPickupCE                                                             2012081020110810	245707
40000162448                     0             LKHNF1BG5BAF02619151360         ITownerCinzaPickupCE                                                             2012081020110810	245707
40000162448                     0             LKHNF1BG1BAF02617151360         ITownerCinzaPickupCE                                                             2012081020110812	245707
40000162448                     0             LKHNF1BG4BAF02627151314         ITownerCinzaPickupCE                                                             2012081020110817	245707
40000162448                     0             LKHNF1BG3BAF02618151344         ITownerCinzaPickupCE                                                             2012081020110817	245707
40000162448                     0             LKHNF1BG8BAF02615151314         ITownerCinzaPickupCE                                                             2012083020110830	245707
40000162448                     0             LKHNF1BG0BAF02625151314         ITownerCinzaPickupCE                                                             2012083020110830	245707
40000162448                     0             LKHNF1BG6BAF02628151314         ITownerCinzaPickupCE                                                             2012012020110121	245707
40000162448                     0             LKHNF1BG7BAF02623151332         ITownerCinzaPickupCE                                                             2012012020110128	245707
40000162448                     0             LKHNF1BG9BAF02624151332         ITownerCinzaPickupCE                                                             2012012020110128	245707
40000162448                     0             LKHNF1BG2BAF02626151235         ITownerCinzaPickupCE                                                             2012012020110128	245707
40000162448                     0             LKHNF1BG2BAF03694151235         ITownerCinzaPickupCE                                                             2012012020110128	245707
40000162448                     0             LKHNF1BG3BAF02621151722         ITownerCinzaPickupCE                                                             2012012020110128	245707
40000162448                     0             LKHNF1BG1BAF02620151721         ITownerCinzaPickupCE                                                             2012012020110128	245707
40000162448                     0             LKHNF1BG5BAF03690158146         ITownerCinzaPickupCE                                                             2012012020110128	245707
40000162448                     0             LKHNF1BG6BAF03696158464         ITownerCinzaPickupCE                                                             2012012020110128	245707
40000162448                     0             LKHNF1BG9BAF03692158908         ITownerCinzaPickupCE                                                             2012012020110128	245707
40000162448                     0             LKHNF1BG0BAF03693158908         ITownerCinzaPickupCE                                                             2012012020110128	245707
40000162448                     0             LKHNF1BG8BAF03697158464         ITownerCinzaPickupCE                                                             2012012020110128	245707
40000162448                     0             LKHNF1BG6BAF03701158908         ITownerCinzaPickupCE                                                             2012012020110128	245707
40000162448                     0             LKHNF1BGXBAF03698158464         ITownerCinzaPickupCE                                                             2012012020110128	245707
40000162448                     0             LKHNF1BG1BAF03699158464         ITownerCinzaPickupCE                                                             2012012020110128	245707
40000162448                     0             LKHNF1BG8BAF03702158908         ITownerCinzaPickupCE                                                             2012072020110725	245707
40000162448                     0             LKHNF1BG4BAF03700158908         ITownerCinzaPickupCE                                                             2012072020110725	245707
40000162448                     0             LKHNF1BG4BAF03695158464         ITownerCinzaPickupCE                                                             2012072020110726	245707
40000162448                     0             LKHNF1BG0BAF00924700374         ITownerCinzaPickupCEBaúFacchini                                                  2012072020110729	245707
40000162448                     0             LKHNF1BG6BAF02581804933         ITownerCinzaPickupCEBaúFacchini-COMAR                                            2012072020110729	245707
40000162448                     0             LKHNF1BG8BAF02582829735         ITownerCinzaPickupCEBaúFacchini-COMAR                                            2012072020110729	245707
40000162448                     0             LKHNF1BG8BAF00914494983         ITownerCinzaPickupCEBaúFarage                                                    2012072020110729	245707
40000162448                     0             LKHNF1BGXBAF00915494984         ITownerCinzaPickupCEBaúFarage                                                    2012072020110729	245707
40000162448                     0             LKHNF1BG4BAF00926595130         ITownerCinzaPickupCEBaúFarage                                                    2012072020110729	245707
40000162448                     0             LKHNF1BG1BAF00916596713         ITownerCinzaPickupCEBaúFarage                                                    2012080420110804	245707
40000162448                     0             LKHNF1BG0BAF00910849034         ITownerCinzaPickupCEBaúFarage                                                    2012080420110804	245707
40000162448                     0             LKHNF1BG8BAF02050913423         ITownerCinzaPickupCEBaúFarage                                                    2012081020110818	245707
40000162448                     0             LKHNF1BG3BAF02599924818         ITownerCinzaPickupCEBaúFarage                                                    2012082020110829	245707
40000162448                     0             LKHNF1BG1BAF02603924821         ITownerCinzaPickupCEBaúFarage                                                    2012083020110830	245707
40000162448                     0             LKHNF1BG0BAF00955424362         ITownerCinzaPickupCEBaúFarage-COMAR                                              2012083020110830	245707
40000162448                     0             LKHNF1BG5BAF00952377687         ITownerCinzaPickupCEBaúFarage-COMAR                                              2012083020110830	245707
40000162448                     0             LKHNF1BG7BAF00953377688         ITownerCinzaPickupCEBaúFarage-COMAR                                              2012083020110830	245707
40000162448                     0             LKHNF1BG8BAF02579687970         ITownerCinzaPickupCEBaúFarage-COMAR                                              2012083020110830	245707
40000162448                     0             LKHNF1BG9BAF02588869522         ITownerCinzaPickupCEBaúFarage-COMAR                                              2012083020110830	245707
40000162448                     0             LKHNF1BGXAAF00668113506         ITownerCinzaPickupCEBaúFarage-COMAR                                              2012083020110830	245707
40000162448                     0             LKHNF1BG2BAF00956376671         ITownerCinzaPickupCE-COMAR                                                       2012083020110831	245707
40000162448                     0             LKHNF1BG1BAF00950399356         ITownerCinzaPickupCE-COMAR                                                       2012083020110831	245707
40000162448                     0             LKHNF1BG3BAF00951399357         ITownerCinzaPickupCE-COMAR                                                       2012083020110831	245707
40000162448                     0             LKHNF1BG9BAF00954458281         ITownerCinzaPickupCE-COMAR                                                       2012083020110831	245707
40000162448                     0             LKHNF1BG8BAF00959458280         ITownerCinzaPickupCE-COMAR                                                       2012083020110831	245707
40000162448                     0             LKHNF1BG4BAF00957462764         ITownerCinzaPickupCE-COMAR                                                       2012090620110906	245707
40000162448                     0             LKHNF1BG6BAF00958462394         ITownerCinzaPickupCE-COMAR                                                       2012090620110906	245707
40000162448                     0             LKHNF1BG4BAF02580583439         ITownerCinzaPickupCE-COMAR                                                       2012090620110906	245707
40000162448                     0             LKHNF1BGXBAF02583583440         ITownerCinzaPickupCE-COMAR                                                       2012091020110914	245707
40000162448                     0             LKHNF1BG1BAF02584632784         ITownerCinzaPickupCE-COMAR                                                       2012091020110914	245707
40000162448                     0             LKHNF1BG3BAF02585667174         ITownerCinzaPickupCE-COMAR                                                       2012091020110915	245707
40000162448                     0             LKHNF1BG0BAF02589676997         ITownerCinzaPickupCE-COMAR                                                       2012091020110915	245707
40000162448                     0             LKHNF1BG7BAF02590677729         ITownerCinzaPickupCE-COMAR                                                       2012091020110915	245707
40000162448                     0             LKHNF1BG9BAF02591687927         ITownerCinzaPickupCE-COMAR                                                       2012091020110915	245707
40000162448                     0             LKHNF1BG0BAF02592687933         ITownerCinzaPickupCE-COMAR                                                       2012091020110915	245707
40000162448                     0             LKHNF1BG2BAF02593743958         ITownerCinzaPickupCE-COMAR                                                       2012091020110915	245707
40000162448                     0             LKHNF1BG6BAF02595787323         ITownerCinzaPickupCE-COMAR                                                       2012012020110129	245707
40000162448                     0             LKHNF1BGXBAF02597787325         ITownerCinzaPickupCE-COMAR                                                       2012012020110129	245707
40000162448                     0             LKHNF1BG4BAF02594787321         ITownerCinzaPickupCE-COMAR                                                       2012012020110129	245707
40000162448                     0             LKHNF1BG1BAF02598787326         ITownerCinzaPickupCE-COMAR                                                       2012012020110129	245707
40000162448                     0             LKHNF1BG6BAF02659790911         ITownerCinzaPickupCE-COMAR                                                       2012012020110129	245707
40000162448                     0             LKHNF1BG7BAF02668819980         ITownerCinzaPickupCE-COMAR                                                       2012012020110129	245707
40000162448                     0             LKHNF1BG5BAF02667887620         ITownerCinzaPickupCE-COMAR                                                       2012012020110129	245707
40000162448                     0             LKHNF1BG2BAF02660103424         ITownerCinzaPickupCE-COMAR                                                       2012012020110129	245707
40000162448                     0             LKHNF1BG1BAF05419112493         ITownerCinzaPickupCE-COMAR                                                       2012012020110129	245707
40000162448                     0             LKHNF1BG2BAF05414112493         ITownerCinzaPickupCE-COMAR                                                       2012012020110129	245707
40000162448                     0             LKHNF1BG0BAF05413117645         ITownerCinzaPickupCE-COMAR                                                       2012012020110129	245707
40000162448                     0             LKHNF1BG7BAF02587123456         ITownerCinzaPickupCE-COMAR                                                       2012012020110129	245707
40000162448                     0             LKHNF1BG4BAF05415126117         ITownerCinzaPickupCE-COMAR                                                       2012012020110129	245707
40000162448                     0             LKHNF1BG6BAF05416126109         ITownerCinzaPickupCE-COMAR                                                       2012012020110129	245707
40000162448                     0             LKHNF1BGXBAF03765150926         ITownerCinzaPickupCE-COMAR                                                       2012012020110129	245707
40000162448                     0             LKHNF1BG5BAF03771155088         ITownerCinzaPickupCE-COMAR                                                       2012012020110129	245707
40000162448                     0             LKHNF1BG8BAF05417152246         ITownerCinzaPickupCE-COMAR                                                       2012012020110129	245707
40000162448                     0             LKHNF1BG1BAF02665158556         ITownerCinzaPickupCE-COMAR                                                       2012012020110129	245707
40000162448                     0             LKHNF1BG2BAF03761158907         ITownerCinzaPickupCE-COMAR                                                       2012050520110505	245707
40000162448                     0             LKHNF1BG8BAF02663158907         ITownerCinzaPickupCE-COMAR                                                       2012050520110505	245707
40000162448                     0             LKHNF1BGXBAF02664158907         ITownerCinzaPickupCE-COMAR                                                       2012050520110505	245707
40000162448                     0             LKHNF1BG3BAF02666158907         ITownerCinzaPickupCE-COMAR                                                       2012050520110505	245707
40000162448                     0             LKHNF1BG7BAF03769158907         ITownerCinzaPickupCE-COMAR                                                       2012050620110506	245707
40000162448                     0             LKHNF1BG8BAF02596158906         ITownerCinzaPickupCE-COMAR                                                       2012050620110506	245707
40000162448                     0             LKHNF1BG0BAF03760158907         ITownerCinzaPickupCE-COMAR                                                       2012051020110512	245707
40000162448                     0             LKHNF1BG5BAF02586158556         ITownerCinzaPickupCE-COMAR                                                       2012051020110512	245707
40000162448                     0             LKHNF1BGXBAF05418158907         ITownerCinzaPickupCE-COMAR                                                       2012051020110516	245707
40000162448                     0             LKHNF1BG1BAF03766158907         ITownerCinzaPickupCE-COMAR                                                       2012051020110516	245707
40000162448                     0             LKHNF1BG6BAF02662158906         ITownerCinzaPickupCE-COMAR                                                       2012051020110519	245707
40000162448                     0             LKHNF1BG4BAF02661158556         ITownerCinzaPickupCE-COMAR                                                       2012051020110519	245707
40000162448                     0             LKHNF1BG5BAF03768158795         ITownerCinzaPickupCE-COMAR                                                       2012052020110523	245707
40000162448                     0             LKHPC2CG5BAL81710414345         ITownerCinzaPickupJRCD                                                           2012052020110523	245722
40000162448                     0             LKHPC2CG9BAL81712411157         ITownerCinzaPickupJRCD                                                           2012052020110525	245722
40000162448                     0             LKHPC2CG4BAL81715411108         ITownerCinzaPickupJRCD                                                           2012053020110530	245722
40000162448                     0             LKHPC2CG7BAL81675414289         ITownerCinzaPickupJRCD                                                           2012053020110531	245722
40000162448                     0             LKHPC2CG7BAL81708414344         ITownerCinzaPickupJRCD                                                           2012053020110531	245722
40000162448                     0             LKHPC2CG6BAL81716411159         ITownerCinzaPickupJRCD                                                           2012053020110531	245722
40000162448                     0             LKHPC2CG1BAL81669411160         ITownerCinzaPickupJRCD                                                           2012053020110531	245722
40000162448                     0             LKHPC2CG1BAL81672411162         ITownerCinzaPickupJRCD                                                           2012053020110531	245722
40000162448                     0             LKHPC2CG5BAL81688411070         ITownerCinzaPickupJRCD                                                           2012053020110531	245722
40000162448                     0             LKHPC2CGXBAL81699411161         ITownerCinzaPickupJRCD                                                           2012053020110531	245722
40000162448                     0             LKHPC2CG2BAL81714411072         ITownerCinzaPickupJRCD                                                           2012053020110531	245722
40000162448                     0             LKHPC2CG0BAL81713411073         ITownerCinzaPickupJRCD                                                           2012060320110603	245722
40000162448                     0             LKHPC2CG3BAL81706411004         ITownerCinzaPickupJRCD                                                           2012060720110607	245722
40000162448                     0             LKHPC2CG5BAL81674414222         ITownerCinzaPickupJRCD                                                           2012060720110607	245722
40000162448                     0             LKHPC2CG5BAL81707411005         ITownerCinzaPickupJRCD                                                           2012061020110613	245722
40000162448                     0             LKHPC2CG9BAL81709416403         ITownerCinzaPickupJRCD                                                           2012061020110615	245722
40000162448                     0             LKHPC2CG9BAL81676411103         ITownerCinzaPickupJRCD                                                           2012061020110616	245722
40000162448                     0             LKHPC2CG7BAL81711416404         ITownerCinzaPickupJRCD                                                           2012062020110621	245722
40000162448                     0             LKHPC2CGXBAL81671417507         ITownerCinzaPickupJRCD                                                           2012062020110621	245722
40000162448                     0             LKHPC2CG1BAL81705422956         ITownerCinzaPickupJRCD                                                           2012062020110621	245722
40000162448                     0             LKHPC2CG2BAL82538456175         ITownerCinzaPickupJRCD                                                           2012062020110621	245722
40000162448                     0             LKHPC2CG5BAL82534456174         ITownerCinzaPickupJRCD                                                           2012062020110621	245722
40000162448                     0             LKHPC2CGXBAL82528456176         ITownerCinzaPickupJRCD                                                           2012062020110621	245722
40000162448                     0             LKHPC2CG1BAL82532460627         ITownerCinzaPickupJRCD                                                           2012072020110728	245722
40000162448                     0             LKHPC2CG3BAL82614462375         ITownerCinzaPickupJRCD                                                           2012072020110728	245722
40000162448                     0             LKHPC2CGXBAL82612462376         ITownerCinzaPickupJRCD                                                           2012072020110728	245722
40000162448                     0             LKHPC2CGXBAL82514474926         ITownerCinzaPickupJRCD                                                           2012072020110729	245722
40000162448                     0             LKHPC2CG0BAL82537474928         ITownerCinzaPickupJRCD                                                           2012072020110729	245722
40000162448                     0             LKHPC2CG3BAL82533474132         ITownerCinzaPickupJRCD                                                           2012072020110729	245722
40000162448                     0             LKHPC2CG0BAL82604469086         ITownerCinzaPickupJRCD                                                           2012072020110729	245722
40000162448                     0             LKHPC2CG6BAL82526469087         ITownerCinzaPickupJRCD                                                           2012072020110729	245722
40000162448                     0             LKHPC2CG9BAL82536474927         ITownerCinzaPickupJRCD                                                           2012072020110729	245722
40000162448                     0             LKHPC2CG4BAL82511474929         ITownerCinzaPickupJRCD                                                           2012072020110729	245722
40000162448                     0             LKHPC2CG1BAL82529474130         ITownerCinzaPickupJRCD                                                           2012072020110729	245722
40000162448                     0             LKHPC2CG7BAL82535474131         ITownerCinzaPickupJRCD                                                           2012072020110729	245722
40000162448                     0             LKHPC2CG2BAL82605469088         ITownerCinzaPickupJRCD                                                           2012072020110729	245722
40000162448                     0             LKHPC2CG6BAL82512471761         ITownerCinzaPickupJRCD                                                           2012072020110729	245722
40000162448                     0             LKHPC2CG1BAL82613471866         ITownerCinzaPickupJRCD                                                           2012073020110730	245722
40000162448                     0             LKHPC2CG5BAL82615471867         ITownerCinzaPickupJRCD                                                           2012073020110730	245722
